Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2009-11-20,2297.42,2330.74,2243.46,2270.29,62273931
2009-11-27,2264.72,2319.41,2218.38,2258.09,61331071
2009-12-04,2268.52,2341.61,2259.92,2338.5,49348950
2009-12-11,2334.41,2336.18,2293.25,2315.79,56720652
2009-12-18,2321.8,2371.69,2319.2,2351.95,39892910
2009-12-25,2351.75,2377.95,2346.96,2350.73,44935505
2010-01-01,2356.69,2373.74,2346.14,2346.14,46453811
2010-01-08,2347.43,2413.07,2347.26,2404.13,66995375
2010-01-15,2408.34,2427.8,2389.78,2407.02,55904577
2010-01-22,2422.21,2423.77,2337.23,2355.55,79444551
2010-01-29,2347.69,2350.77,2303.64,2314.08,54749477
2010-02-05,2311.82,2334.55,2198.86,2222.49,57968491
2010-02-12,2226.48,2266.21,2205.08,2264.11,55450080
2010-02-19,2265.99,2325.36,2262.53,2320.08,54197634
2010-02-26,2336.04,2343.96,2284.03,2304.8,51922056
2010-03-05,2322.71,2363.15,2318.53,2363.15,90981202
2010-03-12,2378.11,2460.18,2352.54,2447.36,97280777
2010-03-19,2452.54,2473.94,2419.95,2439.35,192897722
2010-03-26,2433.81,2501.29,2425.23,2479.68,100600940
2010-04-02,2480.51,2518.8,2479.14,2507.08,63303964
2010-04-09,2512.21,2545,2475.02,2527.27,76821416
2010-04-16,2507.43,2583.48,2507.14,2550.09,126340677
2010-04-23,2513.88,2553.96,2471.99,2520.33,89120158
2010-04-30,2533.03,2553.68,2479.78,2548.37,53479731
2010-05-07,2555.88,2567.03,2357.99,2368.66,54874375
2010-05-14,2404.74,2496.47,2403.58,2458.36,55063315
2010-05-21,2441.17,2484.03,2333.82,2367.43,76518413
2010-05-28,2392.61,2477.35,2355.24,2462.5,82236278
2010-06-04,2466.67,2475.67,2423.22,2435.84,46741901
2010-06-11,2411.98,2442.83,2394.08,2420.05,47665013
2010-06-18,2422.07,2454.24,2409.81,2430.77,77349132
2010-06-25,2435.83,2444.46,2392.67,2407.67,93829077
2010-07-02,2420.07,2422.42,2344.04,2377.46,89840620
2010-07-09,2381.77,2427.53,2376.99,2409.78,53579732
2010-07-16,2414.93,2448.44,2407.16,2440.31,49785089
2010-07-23,2425.65,2485.43,2414.66,2481.81,106785357
2010-07-30,2490.27,2508.59,2478.42,2496.33,83060919
2010-08-06,2507.43,2539.53,2506.57,2511.72,115299814
2010-08-13,2511.12,2527.51,2469.09,2474.21,78174162
2010-08-20,2477.78,2504.32,2469.24,2490.69,37979230
2010-08-27,2493.21,2497.99,2448.91,2480.19,54442088
2010-09-03,2485.85,2534.67,2466.91,2534.67,119828802
2010-09-10,2539.11,2552.97,2506.83,2547.12,116665090
2010-09-17,2561.26,2585.61,2559.19,2585.58,88755379
2010-09-24,2584.5,2641.3,2581.88,2641.3,114813653
2010-10-01,2647.98,2675.7,2611.23,2665.58,260613940
2010-10-08,2672.09,2721.41,2668.1,2689.71,133254452
2010-10-15,2694.38,2720.19,2683.63,2704.18,74544004
2010-10-22,2691.26,2697.34,2657.46,2676.68,68380605
2010-10-29,2682.91,2772.87,2682.41,2768.36,141344097
2010-11-05,2765.26,2787.22,2760.82,2774.45,107014459
2010-11-12,2778.06,2816.34,2766.53,2816.34,109797926
2010-11-19,2821.81,2821.81,2711.15,2726.32,182910476
2010-11-26,2733.52,2739.06,2669.66,2682.85,142266170
2010-12-03,2690.36,2775.57,2664.58,2775.57,88250729
2010-12-10,2784.15,2790.71,2760.26,2779.93,79556942
2010-12-17,2778.75,2827.55,2774.79,2827.55,116756084
2010-12-24,2826.16,2830.75,2795.8,2807.22,123893504
2010-12-31,2809.92,2833.21,2793.96,2805.26,166656632
2011-01-07,2807.69,2853.91,2806.56,2827.36,78150251
2011-01-14,2824.52,2855.95,2795.44,2843.94,101668585
2011-01-21,2843.13,2854.28,2822.18,2848.25,88539926
2011-01-28,2846.26,2854.78,2812.69,2832.89,124115367
2011-02-04,2806.36,2888.27,2787.63,2862.14,383457174
2011-02-11,2878.97,2918.64,2834.67,2851.87,184522719
2011-02-18,2866.92,2873.79,2807.14,2813.62,111182608
2011-02-25,2823.86,2836.35,2788.88,2828.33,94107672
2011-03-04,2834.51,2904.96,2830.54,2892.23,261882029
2011-03-11,2894.71,2900.08,2837.54,2856.65,158194249
2011-03-18,2845.21,2863.23,2786.28,2845.32,218222978
2011-03-25,2860.33,2891.51,2844.75,2891.51,153794838
2011-04-01,2891.98,2925.98,2877.15,2922.59,188638602
2011-04-08,2928.34,2993.24,2919.82,2967.65,213479292
2011-04-15,2970.7,2975.28,2931.94,2954.02,206720629
2011-04-22,2950.1,2966.06,2912.43,2954.97,177461310
2011-04-29,2948.09,2958.09,2921.64,2940.02,266119334
2011-05-06,2944.18,2956.15,2919.72,2924.24,262650715
2011-05-13,2930.3,2930.99,2876.17,2888.88,243535419
2011-05-20,2877.29,2913.71,2851.71,2904.69,216326916
2011-05-27,2899.03,2937.42,2863.5,2937.42,277305678
2011-06-03,2940.68,2959.86,2924.37,2930.63,377060790
2011-06-10,2920.15,2934.93,2895.61,2896.39,227530791
2011-06-17,2895.44,2924.83,2870.86,2897.11,156347600
2011-06-24,2885.22,2888.84,2852.99,2874.16,155471311
2011-07-01,2861.26,2862.94,2802.15,2851.29,181644281
2011-07-08,2870.12,2879.54,2836.08,2863.95,225213365
2011-07-15,2862.7,2865.06,2756.77,2788.01,181435868
2011-07-22,2779.14,2779.14,2701.97,2758.77,195832889
2011-07-29,2753.58,2763.38,2710.95,2736.66,162429841
2011-08-05,2744,2760.67,2297.59,2394.64,332270513
2011-08-12,2315.38,2372.97,2054.52,2272.01,628628007
2011-08-19,2326.26,2377.98,2137.45,2221.9,359410416
2011-08-26,2223.92,2305.11,2221.07,2290.27,237950952
2011-09-02,2301.08,2422.89,2290.3,2296.4,324215375
2011-09-09,2262.12,2262.12,2179.21,2182.66,307116955
2011-09-16,2145.74,2174.2,2070.5,2162.24,517666381
2011-09-23,2152.47,2210.04,2060.62,2091.79,503030296
2011-09-30,2074.29,2195.87,2068.4,2169.48,348944135
2011-10-07,2146.39,2153.39,2088.08,2145.57,362945596
2011-10-14,2157.87,2268.21,2156.8,2260.87,649024392
2011-10-21,2268.95,2288.26,2220.15,2260.68,347894313
2011-10-28,2278.05,2340.02,2271.78,2336.33,555232309
2011-11-04,2327.74,2329.68,2226.15,2284.33,417019328
2011-11-11,2285.45,2302.7,2239.66,2253.56,368208404
2011-11-18,2281.07,2284.64,2205.4,2208.83,282710656
2011-11-25,2208.59,2208.59,2072.84,2088.69,602337026
2011-12-02,2105.64,2198.72,2091.55,2187.86,396855543
2011-12-09,2185.92,2211.26,2154.87,2174.14,401194404
2011-12-16,2174.18,2177.85,2109.27,2109.27,256515728
2011-12-23,2106.95,2161.48,2069.47,2151.77,280929666
2011-12-30,2153.39,2188.83,2134.88,2173.89,170486483
2012-01-06,2188.77,2200.06,2157.67,2159.73,414222040
2012-01-13,2167.66,2212.28,2149.92,2184.42,357481158
2012-01-20,2173.26,2258.18,2173.26,2253.98,300638422
2012-01-27,2259.12,2347.25,2251.45,2328.46,303697613
2012-02-03,2331.53,2402.94,2309.64,2402.23,1569670742
2012-02-10,2413.07,2451.6,2396.75,2409.59,640058123
2012-02-17,2415.54,2481.51,2413.99,2481.51,331876280
2012-02-24,2486.5,2490.42,2432.78,2469.36,241959559
2012-03-02,2462.31,2486.79,2447.6,2475.8,260906599
2012-03-09,2477.09,2495.65,2414.25,2483.56,425972852
2012-03-16,2484.58,2568.58,2481.76,2561.94,375029307
2012-03-23,2557.95,2570.47,2464.69,2498.55,247732399
2012-03-30,2502.12,2539.78,2488.07,2503.64,159745927
2012-04-06,2507.61,2548.8,2458.81,2476.7,105692917
2012-04-13,2463.92,2489.63,2413.97,2472.75,99622664
2012-04-20,2462.76,2473.42,2431.69,2441.8,204253776
2012-04-27,2422.86,2427.87,2358.94,2405.79,243356998
2012-05-04,2415.27,2444.6,2406.12,2423.71,49042384
2012-05-11,2405.83,2425.46,2361.22,2379.26,172544589
2012-05-18,2365.51,2365.92,2237.74,2267.37,269895416
2012-05-25,2267.45,2307.83,2242.74,2245.61,197711486
2012-06-01,2202.09,2245.21,2187.79,2204.06,312530863
2012-06-08,2199.37,2212.7,2145.01,2209.35,303550179
2012-06-15,2224.51,2256.03,2210.58,2232.02,146999771
2012-06-22,2242.2,2295.94,2235.89,2267.57,265157004
2012-06-29,2260.64,2303.69,2251.06,2300.09,181988313
2012-07-06,2320.05,2320.05,2269.91,2284.88,326048390
2012-07-13,2285.43,2294.01,2219.49,2236.82,258060431
2012-07-20,2239.47,2294.91,2236.5,2271.16,371398263
2012-07-27,2265.57,2265.57,2219.26,2262.91,240353939
2012-08-03,2258.18,2258.18,2215.66,2226.1,193717540
2012-08-10,2234.67,2267.76,2224.7,2257.22,137277727
2012-08-17,2257.89,2295.12,2254.18,2267.09,70450828
2012-08-24,2271.78,2303.62,2260.97,2278.25,322864913
2012-08-31,2270.67,2282.58,2204.59,2223.47,155353571
2012-09-07,2220.24,2266.07,2217.91,2259.98,143577316
2012-09-14,2265.9,2327.28,2262.47,2325.54,147801719
2012-09-21,2325.39,2338.86,2303.81,2321.63,265691344
2012-09-28,2332.52,2353.99,2310.98,2353.2,274933508
2012-10-05,2346.81,2406.19,2346.81,2406.19,337912199
2012-10-12,2409.42,2415.28,2384.62,2390.47,352041887
2012-10-19,2393.19,2467.05,2387.53,2421.86,441756957
2012-10-26,2420.27,2437.01,2387.65,2405.99,277306168
2012-11-02,2400.76,2412.71,2390.02,2401.32,189430049
2012-11-09,2410.42,2424.08,2387.22,2397.89,221479723
2012-11-16,2400.49,2408.26,2379.97,2383.61,251025951
2012-11-23,2387.05,2456.58,2381.92,2450,158128472
2012-11-30,2467.12,2507.42,2460.75,2507.42,204372182
2012-12-07,2499.98,2547.8,2495.33,2533.81,264468591
2012-12-14,2536.96,2589.51,2526.92,2587.03,147474795
2012-12-21,2591.69,2625.96,2563.31,2566.82,208647110
2012-12-28,2570.26,2575.72,2530.91,2552.54,106151866
2013-01-04,2560.52,2598.78,2551.75,2588.47,177951725
2013-01-11,2598.39,2612.71,2569.16,2611.26,179270401
2013-01-18,2623.1,2631.95,2574.65,2626.72,462907585
2013-01-25,2628.5,2648.74,2619.64,2642.64,387441149
2013-02-01,2645.21,2645.53,2595.36,2603.21,555236934
2013-02-08,2620.99,2630.75,2554.92,2587.53,145974390
2013-02-15,2591.26,2606.71,2553.46,2570.25,277142106
2013-02-22,2578.66,2587.09,2538.97,2577.64,181675034
2013-03-01,2581.22,2631.38,2575.9,2626.22,186516971
2013-03-08,2632.52,2683.82,2614.66,2675.88,193603143
2013-03-15,2692.93,2720.89,2671.91,2708.28,231115246
2013-03-22,2697.77,2719.9,2596.69,2596.69,146882279
2013-03-29,2605.67,2632.65,2553.03,2624.74,167111331
2013-04-05,2640.35,2643.63,2572.61,2572.61,151555764
2013-04-12,2599.95,2631.79,2571.33,2630.4,222290683
2013-04-19,2639.17,2639.17,2506.31,2522.32,89791420
2013-04-26,2510.85,2524.57,2453.4,2520.03,186417205
2013-05-03,2531.24,2556.18,2521.9,2543.6,48726622
2013-05-10,2550.54,2659.47,2549.35,2654.43,108297994
2013-05-17,2663.61,2757.62,2663.61,2751.78,155093100
2013-05-24,2756.07,2809.54,2717.15,2776.52,169467761
2013-05-31,2779.83,2841.56,2778.54,2812.75,161967556
2013-06-07,2809.65,2892.4,2786.58,2886.3,147777069
2013-06-14,2888.8,2949.15,2886.38,2942.25,141173038
2013-06-21,2944.11,2991.59,2826.99,2844.16,153669443
2013-06-28,2837.83,2840.27,2732.96,2776.93,185334644
2013-07-05,2779.25,2849.01,2775.86,2823.5,425174599
2013-07-12,2825.7,2863.6,2753.06,2859.48,139614551
2013-07-19,2861.07,2889.64,2850.49,2881.7,183696691
2013-07-26,2875.62,2929.1,2870.55,2886.24,116088049
2013-08-02,2889.7,3023.87,2882.38,3020.01,168286438
2013-08-09,3018.18,3163.87,3016.89,3163.87,135945033
2013-08-16,3165.24,3262.92,3159.63,3239.52,176178460
2013-08-23,3242.71,3242.71,3167.81,3231.44,317605202
2013-08-30,3229.8,3238.38,3079.29,3087.13,239972910
2013-09-06,3106.21,3164.91,2874.94,3043.5,421299572
2013-09-13,3064.63,3216.3,3064.63,3183.67,306239953
2013-09-20,3196.72,3229.62,3114.72,3229.62,306999227
2013-09-27,3227.99,3311.82,3191.3,3296.37,169329930
2013-10-04,3285.88,3350.87,3248.34,3322.87,241540520
2013-10-11,3317.19,3407.28,3268.5,3402.39,194701123
2013-10-18,3399.11,3528.5,3390.08,3452.12,311339099
2013-10-25,3452.9,3575.91,3452.9,3567.78,190394504
2013-11-01,3578.38,3599.26,3488.69,3488.69,147972197
2013-11-08,3503.26,3534.51,3441.22,3441.22,133856487
2013-11-15,3446.28,3480.42,3410.6,3443.49,64444408
2013-11-22,3464.6,3536.86,3461.99,3525.21,242348405
2013-11-29,3534.17,3550.91,3477.46,3509.38,204152128
2013-12-06,3511.14,3511.52,3375.28,3424.74,188945738
2013-12-13,3443.97,3468.58,3344.9,3366.43,160923875
2013-12-20,3362.71,3365.15,3245.43,3293.36,208723763
2013-12-27,3302.57,3346.3,3302.57,3327.82,55594960
2014-01-03,3331.73,3389.66,3327.45,3371.71,53916940
2014-01-10,3364.87,3364.92,3215.32,3257.46,220034686
2014-01-17,3256.65,3352.6,3256.3,3333.02,234610295
2014-01-24,3342.08,3424.05,3306.33,3361.57,301778312
2014-01-31,3329.01,3403.92,3294.96,3381.61,282790125
2014-02-07,3389.33,3504.46,3365,3488.51,262786485
2014-02-14,3495.38,3587.84,3488.99,3581.1,207326782
2014-02-21,3583.52,3595.06,3531,3558.9,248341667
2014-02-28,3570.22,3593.51,3514.9,3579.72,215910885
2014-03-07,3421.83,3540.22,3375.57,3448.09,305933635
2014-03-14,3435.76,3438.71,3187.9,3238.95,282209355
2014-03-21,3253.81,3421.98,3253.81,3395.99,131074443
2014-03-28,3409.12,3456.74,3373.39,3454.35,112597824
2014-04-04,3467.52,3550.7,3461.68,3521.73,68007757
2014-04-11,3509.24,3515.06,3468.75,3473.87,81323287
2014-04-18,3454.05,3454.05,3365.21,3385.14,48560859
2014-04-25,3401.78,3431.91,3371.98,3407.62,45916229
2014-05-02,3398.07,3456.24,3382.93,3443.28,33354382
2014-05-09,3437.39,3439.23,3293.7,3306.91,61604060
2014-05-16,3295.46,3415.72,3283.86,3372.11,88174294
2014-05-23,3381.32,3477.13,3373.11,3477.13,95397481
2014-05-30,3484.52,3498.55,3450.33,3485.53,244689244
2014-06-06,3489.09,3537.8,3457.86,3533.58,88349234
2014-06-13,3535.53,3568.68,3473.11,3488.07,56940337
2014-06-20,3450.89,3517.17,3448.24,3506.65,47844382
2014-06-27,3510.26,3514.53,3405.33,3421.01,61169731
2014-07-04,3425.62,3446.01,3308.04,3346.33,67351410
2014-07-11,3343.24,3379.94,3300.88,3348.87,42106997
2014-07-18,3359.04,3384.88,3335.3,3350.43,48502957
2014-07-25,3341.38,3390.42,3327.7,3386.03,38576397
2014-08-01,3387.15,3410.14,3258.44,3321.95,42143323
2014-08-08,3319.26,3394.99,3217.94,3246.92,41762324
2014-08-15,3272.19,3350.36,3270.66,3350.36,27262603
2014-08-22,3350.7,3423.48,3346.1,3397.39,41072776
2014-08-29,3402.81,3465.97,3370.12,3399.4,40482370
2014-09-05,3413.32,3551.83,3410.33,3540.17,51147584
2014-09-12,3542.83,3589.98,3530.02,3565.09,59453396
2014-09-19,3556.52,3710.61,3548.47,3704.54,93866717
2014-09-26,3698.06,3701.73,3600.91,3623.55,59492967
2014-10-03,3614.33,3639.74,3536.53,3573.92,49972417
2014-10-10,3589.76,3622.97,3493.73,3510.98,55507857
2014-10-17,3501.14,3516.69,3446.9,3468.82,64557963
2014-10-24,3483.07,3543.03,3463.23,3535.3,71103400
2014-10-31,3545.9,3551.28,3502.52,3551.28,46942598
2014-11-07,3548.69,3568,3535.4,3556.72,46904607
2014-11-14,3567.52,3584.04,3528.59,3544.06,45187482
2014-11-21,3535.75,3551.36,3505.6,3540.07,47450728
2014-11-28,3547.29,3573.53,3536.69,3562.59,47930755
2014-12-05,3560.66,3620.95,3541.59,3594.45,37984329
2014-12-12,3599.52,3602.19,3538.1,3540.5,49835424
2014-12-19,3535.63,3555.44,3446.79,3483.09,62927365
2014-12-26,3474.71,3506.97,3474.71,3492.43,22579894
2015-01-02,3490.59,3512.43,3457.66,3488.94,23123998
2015-01-09,3487.49,3572.44,3428.55,3569.87,21493455
2015-01-16,3565.8,3568.54,3410.84,3418.2,25236112
2015-01-23,3428.93,3516.55,3388.61,3516.55,22074546
2015-01-30,3507.9,3548.89,3496.29,3537.17,22827163
2015-02-06,3544,3560.61,3494.75,3555.54,20896843
2015-02-13,3552.09,3557.51,3515.91,3550.89,27469211
2015-02-20,3554.51,3590.12,3549.52,3577.32,32628415
2015-02-27,3590.04,3656.95,3580.03,3656.95,38235375
2015-03-06,3656.6,3750.31,3649.48,3741.92,37659254
2015-03-13,3737.95,3762.61,3724.84,3742.88,31549715
2015-03-20,3748.03,3797.21,3730.95,3788.77,31804712
2015-03-27,3797.82,3797.82,3680.93,3693.2,30171134
2015-04-03,3698.13,3737.6,3697.43,3724.22,24849284
2015-04-10,3732.98,3818.02,3723.02,3779.94,27758699
2015-04-17,3787.97,3849.3,3766.17,3816.73,26571547
2015-04-24,3823.4,3861.73,3819.05,3857.93,27161166
2015-05-01,3856.28,3889.47,3848.85,3863.71,23582858
2015-05-08,3878.02,3946.61,3869.11,3946.11,47393687
2015-05-15,3949.66,3960.96,3925.22,3938.62,35860719
2015-05-22,3941.4,3952.16,3901.84,3914.39,38638207
2015-05-29,3897.72,3898.31,3807.7,3848.57,25884529
2015-06-05,3855.36,3876.54,3806.78,3808.74,19509246
2015-06-12,3804.28,3809.24,3741.25,3761.48,25372206
2015-06-19,3747.73,3769.6,3674.14,3683.99,22193477
2015-06-26,3693.07,3793.47,3693.07,3751.62,31380730
2015-07-03,3582.81,3712.32,3579.63,3670.29,31215360
2015-07-10,3618.69,3663.28,3544.98,3656.91,24473410
2015-07-17,3684.57,3772.87,3679.36,3772.87,27234556
2015-07-24,3763.21,3787.92,3681.28,3738.32,26108572
2015-07-31,3747.14,3815,3700.63,3815,25175367
2015-08-07,3822.81,3905.41,3793.09,3810.25,36027559
2015-08-14,3816.9,3868.34,3811.56,3843.34,25351995
2015-08-21,3843.97,3857.01,3740.92,3743.03,19748434
2015-08-28,3601.08,3675.73,3466.44,3675.73,40108198
2015-09-04,3672.39,3677.34,3594.52,3612.41,30319155
2015-09-11,3612.64,3671.76,3586.58,3663.35,29715732
2015-09-18,3662.43,3685.77,3641.2,3657.87,37935359
2015-09-25,3659.5,3680.07,3555.82,3587.31,75677197
2015-10-02,3571.32,3604.38,3487.67,3556.84,70238438
2015-10-09,3569.13,3749.42,3563.97,3749.42,50579833
2015-10-16,3756.63,3769.84,3712.67,3751.06,34770484
2015-10-23,3749.49,3798.57,3727.74,3747.44,32364959
2015-10-30,3729.77,3755.4,3675.05,3681.26,24710447
2015-11-06,3688.43,3739.54,3674.41,3674.41,32805807
2015-11-13,3675.66,3691.37,3619.06,3625.24,19836358
2015-11-20,3611.84,3652.81,3574.76,3652.54,36437039
2015-11-27,3651.88,3651.88,3561.59,3633.95,22914138
2015-12-04,3635.59,3674.2,3486.88,3549.95,32926884
2015-12-11,3558.74,3574.6,3415.82,3420.68,84354930
2015-12-18,3409.71,3484.79,3350.45,3477.41,50777110
2015-12-25,3475.09,3545.95,3475.09,3540.92,16747073
2016-01-01,3546.76,3609.86,3530.16,3567.05,33194407
2016-01-08,3542.48,3542.48,3435.7,3438.13,19028599
2016-01-15,3445.26,3511.24,3384.13,3399.53,56171541
2016-01-22,3346.65,3375.12,3221.93,3262.21,40455482
2016-01-29,3284.97,3373.43,3263.36,3373.43,30465389
2016-02-05,3369.95,3442.67,3365.3,3437.99,30416793
2016-02-12,3435.22,3440.31,3294.84,3310.61,27822722
2016-02-19,3346.43,3498.63,3331.78,3413.89,31656061
2016-02-26,3424.8,3485.74,3424.8,3478.59,48120272
2016-03-04,3460.09,3526.24,3422.69,3504.6,72301041
2016-03-11,3515.79,3548.89,3489.29,3545.08,30337112
2016-03-18,3558.49,3598.12,3522.72,3574.55,31603531
2016-03-25,3570.29,3580.8,3526.6,3560.52,35566992
2016-04-01,3561.37,3612.3,3558.16,3578.65,32668466
2016-04-08,3585.51,3603.95,3489.43,3552.31,23318841
2016-04-15,3543.63,3611.9,3538.65,3600.43,24994506
2016-04-22,3595.43,3671.13,3573.78,3666.54,44136790
2016-04-29,3667.91,3669.87,3591.31,3614.33,28315987
2016-05-06,3622.23,3629.46,3524.45,3534.2,13394326
2016-05-13,3549.36,3555.71,3502.08,3510.59,19372901
2016-05-20,3515.79,3556.27,3479.35,3479.35,23992688
2016-05-27,3483.47,3573.71,3476.84,3573.71,15965819
2016-06-03,3576.49,3576.55,3395.28,3486.81,22763047
2016-06-10,3495.08,3557.56,3462.72,3497.64,14456401
2016-06-17,3472.42,3474.94,3365.82,3438.72,23090512
2016-06-24,3451.32,3523.1,3243.57,3347.12,28186125
2016-07-01,3356.62,3414.91,3312.89,3400.26,14782909
2016-07-08,3356.92,3357.68,3285.27,3345.5,10251768
2016-07-15,3359.92,3464.53,3359.92,3460.21,12678606
2016-07-22,3464.69,3572.14,3464.5,3563.85,15713180
2016-07-29,3573.61,3621.91,3573.61,3596.87,22145240
2016-08-05,3604.67,3701.06,3602.43,3701.06,27822788
2016-08-12,3698.81,3847.85,3698.81,3844.19,24166696
2016-08-19,3855.46,3858.13,3791.2,3805.38,15966009
2016-08-26,3814.26,3890.71,3807.39,3890.65,27306779
2016-09-02,3883.7,3958.93,3868.13,3915.39,30391405
2016-09-09,3922.52,4042.72,3917.54,3963.1,35038079
2016-09-16,3944.96,4040.15,3888.44,4030.93,22409331
2016-09-23,4034.65,4104.99,4012.11,4081.44,24715359
2016-09-30,4085.75,4087.75,4023.68,4030.06,22242116
2016-10-07,4029.85,4056.37,4015.69,4015.69,32787913
2016-10-14,4018.09,4055.84,3995.84,4040.07,23258560
2016-10-21,4042.73,4119.33,4037.6,4079.47,18779411
2016-10-28,4089.35,4110.58,4051.63,4073.22,25331901
2016-11-04,4071.8,4116.21,3939.97,3953.94,15980300
2016-11-11,3975.8,4052.21,3892.99,4013.9,18815477
2016-11-18,4029.09,4038.64,3890.63,3938.24,27439463
2016-11-25,3955.02,4114.38,3939.33,4094.54,28174573
2016-12-02,4102.98,4144.43,4057.32,4140.83,39924553
2016-12-09,4159.57,4237.91,4152.06,4203.58,36478144
2016-12-16,4215.56,4250.12,4160.39,4220.07,31166609
2016-12-23,4202.72,4216.1,4137.35,4165.03,26888347
2016-12-30,4167.65,4230.39,4154.94,4215.54,20463651
2017-01-06,4229.85,4236.75,4185.43,4223.36,35705674
2017-01-13,4233.58,4409.72,4220.43,4385.43,57761050
2017-01-20,4383.67,4449.28,4380.12,4443.18,52454137
2017-01-27,4440.37,4674.75,4440.37,4644.6,54814534
2017-02-03,4655.1,4675.53,4589.53,4602.96,44697261
2017-02-10,4603.75,4803.75,4590.24,4799.41,72135334
2017-02-17,4809.77,4839.35,4779.77,4790.1,62331400
2017-02-24,4801.99,4919.86,4794.98,4856.97,36993449
2017-03-03,4864.19,4961.65,4807.1,4896.16,56123174
2017-03-10,4905.68,4905.68,4722.78,4770.01,51368880
2017-03-17,4801.98,4939.01,4797.03,4893.95,36682003
2017-03-24,4903.59,4918.68,4728.75,4795.92,60591369
2017-03-31,4746.28,4818.74,4726.23,4743.66,34286930
2017-04-07,4753.2,4798.19,4725.94,4774.01,46287374
2017-04-14,4773.66,4778.98,4674.72,4678.22,28138992
2017-04-21,4691.2,4742.57,4669.3,4707.81,30871807
2017-04-28,4725.89,4884.72,4720.41,4858.05,44127383
2017-05-05,4899.66,4942.55,4859.07,4890.67,21390008
2017-05-12,4904.51,4936.66,4867.59,4872.83,46043416
2017-05-19,4875.62,4881.68,4661.16,4788.56,46023562
2017-05-26,4786.54,4873.16,4778.07,4837.35,34775324
2017-06-02,4831.5,4897.05,4782.84,4889.66,34779670
2017-06-09,4901.69,4914.91,4838.72,4875.06,25518456
2017-06-16,4859.84,4864.78,4799.16,4799.16,27743360
2017-06-23,4810.58,4898.91,4810.58,4888.14,31862819
2017-06-30,4906.55,4964.34,4875.56,4907.43,45449363
2017-07-07,4909.66,4910.26,4809.33,4820.93,19068894
2017-07-14,4826.53,4917.29,4814.22,4917.29,28614397
2017-07-21,4918.29,4945.32,4883.64,4898.31,29799534
2017-07-28,4904.9,4939.96,4886.17,4932.49,41318565
2017-08-04,4931.12,4953.73,4861.23,4868.04,80053143
2017-08-11,4877.8,4907.9,4808.45,4831.47,53604372
2017-08-18,4849.89,4879.7,4832.72,4865.55,23238621
2017-08-25,4867.74,4901.94,4844.84,4876.38,35346897
2017-09-01,4867.93,4924.4,4806.14,4909.22,47339269
2017-09-08,4903.03,4925.38,4839.34,4889.39,49574545
2017-09-15,4897.8,4953.24,4881.27,4881.27,55636062
2017-09-22,4889.64,4946.5,4882.93,4924.84,44504138
2017-09-29,4925.99,4988.02,4889.68,4988.02,46546624
2017-10-06,4985.24,4997.18,4907.48,4930.58,43697317
2017-10-13,4923.22,4997.2,4907.33,4948.61,85935715
2017-10-20,4970.5,4974.82,4796.33,4831.82,52425274
2017-10-27,4829.01,4838.82,4717.77,4821.85,55685597
2017-11-03,4839.99,4893.45,4832.49,4848.38,45436848
2017-11-10,4852.25,4933.17,4826.4,4833.37,47173339
